URL,date,isCancelled,name,place,meetingUrl,year
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,3/03,,18° Coppa Immota Manet,L'Aquila,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/135473:18%C2%B0-coppa-immota-manet.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,3/03,,2° Trofeo Casa di Caccia,Monastier (TV),https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134964:2%C2%B0-trofeo-casa-di-caccia.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,9/03,,34° Brixia Fidelis,Brescia,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134520:34%C2%B0-brixia-fidelis.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,10/03,,8° Trofeo Latina Aquateam,Pomezia (RM),https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134480:8%C2%B0-trofeo-latina-aquateam.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,17/03,,12° Trofeo Aquarius Piscina Canosa,Canosa di Puglia (BT),https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/135397:12%C2%B0-trofeo-aquarius-piscina-canosa.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,17/03,,Trofeo Catania Master,Catania,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/135641:trofeo-catania-master.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,17/03,,13° Trofeo Master Balnaea,Battipaglia (SA),https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134481:13%C2%B0-trofeo-master-balnaea.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,17/03,,9° Trofeo Buonconsiglio,Trento,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134461:9%C2%B0-trofeo-buonconsiglio-nuoto.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,17/03,,19° Trofeo Nuovo Nuoto,Mirandola (MO),https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134413:19%C2%B0-trofeo-nuovo-nuoto.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,17/03,,8° Trofeo Città di Pavia,Lodi,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134414:8%C2%B0-trofeo-citta`%C2%A0di-pavia.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,23-24/03,,1° Trofeo Città di Monza,Monza (MB),https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/135539:1%C2%B0-trofeo-citt%C3%A0-di-monza.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,23-24/03,,2° Trofeo Master Babel,Roma,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/135677:2%C2%B0-trofeo-master-babel.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,24/03,,6° Trofeo Civitanova Marche,Civitanova Marche (MC),https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134921:6%C2%B0-trofeo-civitanova-m.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,24/03,,Sardegna Nuota 2019,Cagliari,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134515:sardegna-nuota-2019-master.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,24/03,,6° Memorial Max Zuin,Padova,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134544:6%C2%B0-memorial-max-zuin.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,31/03,,6° Trofeo Fanatik Team,Forlì (FC),https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/135552:6%C2%B0-trofeo-fanatik-team.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,31/03,,15° Trofeo Città di Travagliato,Travagliato (BS),https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134543:15%C2%B0-trofeo-citta`%C2%A0di-travagliato.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,31/03,,7° Trofeo Nuoto Ponente,Genova,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134516:7%C2%B0-trofeo-nuoto-ponente.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,6-7/04,,4° Trofeo del Barbarossa,Lodi,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134545:4%C2%B0-trofeo-del-barbarossa.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,6-7/04,,1° Trofeo Master Città di Fermo,Fermo,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/135121:1%C2%B0-trofeo-master-citta`-di-fermo.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,7/04,,6° Trofeo Città di Striano,Striano (NA),https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134926:6%C2%B0-trofeo-citta`-di-striano.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,7/04,,2° Trofeo Citta` di Sassuolo,Sassuolo (MO),https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134923:2%C2%B0-trofeo-master-citt%C3%A0-di-sassuolo.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,7/04,,10° Trofeo Pina Cattarinich,Palermo,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134922:10%C2%B0-trofeo-pina-cattarinich.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,7/04,,10° Trofeo Paolo Pinto,Bari,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/135122:10%C2%B0-trofeo-paolo-pinto.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,7/04,,12° Trofeo Nantes Ostiensis,Roma,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134911:12%C2%B0-trofeo-nantes-ostiensis.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,14/04,,14° Trofeo Città di Bastia,Bastia Umbra (PG),https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134956:14%C2%B0-trofeo-citta`-di-bastia.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,14/04,,4° Trofeo Le Bandie,Spresiano (TV),https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134965:4%C2%B0-trofeo-le-bandie.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,14/04,,6° Trofeo Master di Primavera,Rapallo (GE),https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134929:6%C2%B0-trofeo-master-di-primavera.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,14/04,,13° Città di Legnano,Legnano (MI),https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134932:13%C2%B0-trofeo-citta`%C2%A0di-legnano.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,14/04,,18° Trofeo Città di Molinella,Molinella (BO),https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134924:18%C2%B0-trofeo-citta`%C2%A0di-molinella.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,20/04,,3° Meeting di Primavera,Cagliari,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134953:3%C2%B0-meeting-di-primavera.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,25/04,,25° Trofeo Città di Firenze,Firenze,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134937:25%C2%B0-trofeo-citta`%C2%A0di-firenze.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,27-28/04,,7° Trofeo AquAniene,Roma,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134935:7%C2%B0-trofeo-aquaniene.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,28/04,,1° Trofeo Pianeta Sport,Reggio Calabria,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/135551:1%C2%B0-trofeo-pianeta-sport.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,28/04,,1° Trofeo Città di Fabriano,Fabriano (AN),https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/135383:1%C2%B0-trofeo-citta`%C2%A0di-fabriano.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,1/05,,6° Trofeo Città di Busto Garolfo,Busto Garolfo (MI),https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134933:6%C2%B0-trofeo-citt%C3%A0%C2%A0di-busto-garolfo.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,5/05, ,7° Memorial Marco Casale,Giugliano (NA),,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,5/05,,28° Trofeo Nord Padania,Lodi,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/135069:28%C2%B0-trofeo-nord-padania.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,5/05,,15° Trofeo S.Lucia delle Quaglie,Siracusa,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134944:15%C2%B0-trofeo-s-lucia-delle-quaglie.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,5/05,,8° Meeting Framaros,Gioia del Colle (BA),https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/135123:8%C2%B0-meeting-framaros.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,5/05,,7° Trofeo My Sport,Genova,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134930:7%C2%B0-trofeo-my-sport.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,11/05, ,Memorial Polese,Cagliari,,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,11-12/05,,14° Trofeo San Marino,San Marino (RSM),https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134925:14%C2%B0-trofeo-san-marino-master.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,12/05,,6° Trofeo Europa SC,Brescia,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134940:6%C2%B0-trofeo-europa-sc.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,12/05,,6° Ulysse Master Speed,Messina,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134945:6%C2%B0-ulysse-master-speed.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,12/05,,5° Trofeo Nota chi Nuota,Roma,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/135384:4%C2%B0-trofeo-nota-chi-nuota.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,18/05,,15° Trofeo Polisportiva Palermo,Palermo,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/136038:15%C2%B0-trofeo-polisposrtiva-palermo.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,17-18/05,,19° Memorial Bettiol,Treviso,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/135483:19%C2%B0-memorial-andrea-bettiol.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,18-19/05,,18° Meeting della Valdera,Pontedera (PI),https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134938:18%C2%B0-meeting-della-valdera.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,18-19/05,,6° Meeting CAN Baldesio,Cremona,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134941:6%C2%B0-trofeo-can-baldesio.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,19/05,,Cuneo Supermaster,Cuneo,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/135345:3%C2%B0-trofeo-cuneo-supermaster.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,19/05,,1° Trofeo Nadir,Putignano (BA),https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/135124:1%C2%B0-trofeo-nadir.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,19/05,,2° Meeting Citta` di Cosenza,Cosenza,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134948:2%C2%B0-meeting-citta`-di-cosenza.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,25/05,Annullata,27° Meeting Città di Gallarate,Gallarate (VA),,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,25/05,,29° Trofeo Terme di Giunone,Caldiero (VR),https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134966:29%C2%B0-trofeo-terme-di-giunone.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,25-26/05,,5° Trofeo Donato Paradiso,Scanzano Ionico (MT),https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134946:5%C2%B0-trofeo-donato-paradiso.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,25-26/05,,15° Trofeo Sergio Faggi,Prato,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134939:15%C2%B0-trofeo-sergio-faggi.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,26/05,,1° Trofeo Città di Imola,Imola (BO),https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/135723:1%C2%B0-trofeo-master-citt%C3%A0-di-imola.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,26/05,,19° Meeting Flaminio SC,Roma,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134947:19%C2%B0-meeting-flaminio-sc.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,26/05,,5° Trofeo Master Vittorino da Feltre,Piacenza,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134961:5%C2%B0-trofeo-vittorino-da-feltre.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,26/05,,5° Trofeo Otrè,Noci (BA),https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/135125:5%C2%B0-trofeo-master-otre`.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,26/05,,1° Trofeo Città di Pesaro,Pesaro,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134972:1%C2%B0-trofeo-nuoto-master-citt%C3%A0-di-pesaro.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,1/06,,1° Meeting Città di Terni,Terni,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134950:1%C2%B0-meeting-citt%C3%A0-di-terni.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,1/06, ,28° Memorial Gnecchi,Bergamo,,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,1-2/06,,Manifestazione Estiva,Torino,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/135117:manifestazione-estiva.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,2/06, ,3° Trofeo Master Nuoto,Trabia (PA),,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,2/06,,5° Trofeo Roma Nuoto Master,Roma,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134909:5%C2%B0-trofeo-roma-nuoto-master.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,8/06,,5° Trofeo Nuotatori Trentini,Trento,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134955:5%C2%B0-trofeo-nuotatori-trentini.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,8/06,,8° Tr Piscine di Albaro,Genova,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134931:8%C2%B0-tr-piscine-di-albaro.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,8/06,,3° Trofeo SNP Fondazione Salus Pueri,Padova,https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134968:3%C2%B0-trofeo-snp-fondaz-salus-pueri.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,8-9/06,,34° Trofeo Galluzzi,Città di Castello (PG),https://www.federnuoto.it/home/master/circuito-supermaster/eventi-circuito-supermaster.html#/risultati/134969:34%C2%B0-trofeo-galluzzi.html,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,9/06, ,1° Trofeo A.Maiorana,Trapani,,"2019"
https://www.federnuoto.it/home/master/circuito-supermaster/riepilogo-eventi.html,9/06, ,11° Trofeo Il Gabbiano,Napoli,,"2019"
